fecha,nombre_dia,dia,dias_mes,avance_ratio
21/07/2023,Viernes,15,20,1.333333333
22/07/2023,Sábado,15,20,1.333333333
23/07/2023,Domingo,15,20,1.333333333
24/07/2023,Lunes,16,20,1.25
25/07/2023,Martes,17,20,1.176470588
26/07/2023,Miércoles,18,20,1.111111111
27/07/2023,Jueves,19,20,1.052631579
28/07/2023,Viernes,19,20,1.052631579
29/07/2023,Sábado,19,20,1.052631579
30/07/2023,Domingo,19,20,1.052631579
31/07/2023,Lunes,20,20,1
01/08/2023,Martes,1,22,22
02/08/2023,Miércoles,2,22,11
03/08/2023,Jueves,3,22,7.333333333
04/08/2023,Viernes,4,22,5.5
05/08/2023,Sábado,4,22,5.5
06/08/2023,Domingo,4,22,5.5
07/08/2023,Lunes,5,22,4.4
08/08/2023,Martes,6,22,3.666666667
09/08/2023,Miércoles,7,22,3.142857143
10/08/2023,Jueves,8,22,2.75
11/08/2023,Viernes,9,22,2.444444444
12/08/2023,Sábado,9,22,2.444444444
13/08/2023,Domingo,9,22,2.444444444
14/08/2023,Lunes,10,22,2.2
15/08/2023,Martes,11,22,2
16/08/2023,Miércoles,12,22,1.833333333
17/08/2023,Jueves,13,22,1.692307692
18/08/2023,Viernes,14,22,1.571428571
19/08/2023,Sábado,14,22,1.571428571
20/08/2023,Domingo,14,22,1.571428571
21/08/2023,Lunes,15,22,1.466666667
22/08/2023,Martes,16,22,1.375
23/08/2023,Miércoles,17,22,1.294117647
24/08/2023,Jueves,18,22,1.222222222
25/08/2023,Viernes,19,22,1.157894737
26/08/2023,Sábado,19,22,1.157894737
27/08/2023,Domingo,19,22,1.157894737
28/08/2023,Lunes,20,22,1.1
29/08/2023,Martes,21,22,1.047619048
30/08/2023,Miércoles,21,22,1.047619048
31/08/2023,Jueves,22,22,1
